Title,Link,Label,Source
"MD of Times of India group fuels panic amidst the Wuhan Coronavirus pandemic, falsely claims food supply will be affected amidst lockdown",https://www.opindia.com/2020/03/times-of-india-vineet-jain-fake-news-coronavirus-lockdown-food-supply/,No conclusion,opIndia
TMC politician shares old picture of over​crowded railway station to allege mishandling of Coronavirus: Here is the truth,https://www.opindia.com/2020/03/tmc-dinesh-trivedi-old-picture-train-station-overcroweded-wuhan-coronavirus-fact-check/,No conclusion,opIndia
"Posts claiming presence of swans, dolphins in canals of Venice after Wuhan Coronavirus outbreak turns out to be misleading",https://www.opindia.com/2020/03/posts-claiming-presence-of-swans-dolphins-in-canals-of-venice-after-wuhan-coronavirus-outbreak-turns-out-to-be-misleading/,No conclusion,opIndia
"Media misleads public on nationwide lockdown due to coronavirus scare, govt calls reports baseless",https://www.opindia.com/2020/03/media-misleads-public-on-nationwide-lockdown-due-to-coronavirus-scare-govt-calls-reports-baseless/,No conclusion,opIndia
Old photo of Baba Ramdev in hospital circulated with false claim that he fell ill after overdosing on cow urine to prevent Coronavirus,https://www.opindia.com/2020/03/baba-ramdev-old-hospital-photo-fake-news-cow-uring-gaumutra-coronavirus/,No conclusion,opIndia
Former CJI Ranjan Gogoi’s nomination to the Rajya Sabha is not ‘unprecedented’ – Here’s why,https://www.opindia.com/2020/03/cji-ranjan-gogoi-rajya-sabha-nomination-not-unprecedented-congress-past-examples/,No conclusion,opIndia
"Watch: ‘You are 20-25 crores, you should not fear police, Modi, Shah’, Retd. Judge Kolse Patil incites Muslims for violence at anti-CAA rally",https://www.opindia.com/2020/03/judge-kolse-patil-incite-muslims-violence-25-crore-police-fear-anti-caa-video-speech/,No conclusion,opIndia
Bengaluru techie’s wife who was accused of spreading the coronavirus is yet to test positive: Here is their version of what happened,https://www.opindia.com/2020/03/bengaluru-techie-wife-coronavirus-spread-covid-19-positive-family-version/,No conclusion,opIndia
"Despite ICMR saying that India has reached local transmission stage of coronavirus, Caravan publishes fake news claiming govt of India and ICMR denied it",https://www.opindia.com/2020/03/despite-icmr-saying-that-india-has-reached-local-transmission-stage-of-coronavirus-caravan-publishes-fake-news-claiming-govt-of-india-and-icmr-denied-it/,No conclusion,opIndia
"Dainik Bhaskar publishes fake interview of Finland PM Sanna Marin on its portal, deletes after confronted by Finnish government",https://www.opindia.com/2020/03/dainik-bhaskar-db-post-finland-pm-sanna-marin-fake-interview/,No conclusion,opIndia
Fact-check: Did Coronavirus spread in Italy due to a Pakistani or due to ‘hug a Chinese’ campaign?,https://www.opindia.com/2020/03/fact-check-italy-patient-zero-pakistnai-immigrant-hug-a-chinese-campaign-racism/,No conclusion,opIndia
"Pro-AAP blogger Dhruv Rathee analyses the Delhi riots, spreads misinformation and leaves out vital details: Here is how",https://www.opindia.com/2020/03/pro-aap-dhruv-rathee-video-delhi-riots-analysis-misinformation-vital-details/,No conclusion,opIndia
"Nikkei Asian Review writes a strange, ill-informed article on PM Modi: Here are some things they got wildly wrong",https://www.opindia.com/2020/03/nikkei-asian-review-article-lie-pm-modi-fact-check/,No conclusion,opIndia
"The Print publishes fake report claiming only ₹1,000 each allotted per year for 498 ‘stalled’ railway projects, Indian Railway rubbishes the claim",https://www.opindia.com/2020/03/the-print-indian-railway-stalled-projects-funding-fake-news-official-statement/,No conclusion,opIndia
"Newslaundry attempts to whitewash Temple Attack during Delhi riots: Four claims, four lies, two apparently added as bonus",https://www.opindia.com/2020/03/fact-check-delhi-anti-hindu-riots-shiv-temple-attack-muslim-mob-newslaundry-whitewash/,No conclusion,opIndia
IFCN accredited ‘fact-checker’ Boom Live peddles fake news about Justice Muralidhar’s alleged “overnight” transfer days after it was debunked,https://www.opindia.com/2020/03/ifcn-accredited-fact-checker-boom-live-fake-news-justice-muralidhar-transfer-faye-dsouza-video/,No conclusion,opIndia
Pakistani propaganda media outlet spreads fake news of Muslim girl being raped by Hindus in New Delhi’s Jafrabad,https://www.opindia.com/2020/03/pakistani-propaganda-media-outlet-spreads-fake-news-of-muslim-girl-being-raped-by-hindus-in-new-delhis-jafrabad/,No conclusion,opIndia
IFCN rejects Fact Hunt’s application based on their founders’ past tweets but overlooks open political prejudice of Altnews founders,https://www.opindia.com/2020/03/ifcn-fact-check-accreditation-fact-hunt-application-reject-founder-tweet/,No conclusion,opIndia
Delhi Anti-Hindu riots: Huffington Post spreads malicious report about GTB and  LNJP hospitals discriminated against riot-victims,https://www.opindia.com/2020/03/huffington-post-gtb-lnjp-hospital-discrimination-fake-news/,No conclusion,opIndia
Anti-Hindu Delhi riots: The Wire and NDTV whitewash how a Muslim school was used as an attack base by Islamists and how a Hindu owned school was brutalised,https://www.opindia.com/2020/03/delhi-riots-the-wire-ndtv-lie-shiv-vihar-paints-hindus-as-aggressors-two-schools/,No conclusion,opIndia
"Former Editor of Kapil Sibal’s channel twists RTI reply for propaganda, lies that everyone needs to register their citizenship but PM Modi is exempted",https://www.opindia.com/2020/02/journalist-seemi-pasha-citizenship-registration-lie-propaganda-pm-modi-exempted/,No conclusion,opIndia
"After WSJ, Jansatta misquotes IB sleuth Ankit Sharma’s brother to allege Hindus were behind his brother’s gruesome murder",https://www.opindia.com/2020/02/jansatta-ankit-sharma-murder-brother-blame-hindu-fake-news/,No conclusion,opIndia
"The Wire waters down the brutal murder of Ankit Sharma, says he was ‘beaten to death’: Here is what actually happened",https://www.opindia.com/2020/02/the-wire-water-down-ankit-sharma-brutal-murder-delhi-riots/,No conclusion,opIndia
"Propaganda website AltNews gives clean chit to Tahir Hussain, prime accused in Ankit Sharma murder, based on shoddy ‘evidence’: Read details",https://www.opindia.com/2020/02/alt-news-delhi-riots-aap-tahir-hussain-clean-chit-video-shoddy-evidence/,No conclusion,opIndia
"Delhi Anti-Hindu riots: NDTV edits out visuals of a Mosque with huge pile of stones from drone footage, shows only ‘secular’ rooftops",https://www.opindia.com/2020/02/ndtv-ani-drone-footage-mosque-stone-pelting-delhi-anti-hindu-riots/,No conclusion,opIndia
Here is how every claim made by left-liberals and opposition on justice Muralidhar’s transfer is a lie,https://www.opindia.com/2020/02/justice-muralidhar-transfer-collegium-fake-news-delhi-riots-midnight-hearing/,No conclusion,opIndia
"WSJ fabricates quotes by murdered IB official Ankit Sharma’s brother, puts blames on Hindu groups even as family blames AAP leader",https://www.opindia.com/2020/02/wall-street-journal-ankit-sharma-delhi-riots-fake-quote/,No conclusion,opIndia
"As Muslim rioters go on rampage, open fire at police in Delhi’s Jaffrabad area, liberals insinuate ‘Bhagwa terror’: Here’s how it’s misleading",https://www.opindia.com/2020/02/jaffrabad-shooting-delhi-police-muslims-anti-caa-jamia-fake-news-bhagwa-terror/,No conclusion,opIndia
Facebook following: US President Donald Trump is not the most followed on Facebook and certainly not ahead of PM Modi,https://www.opindia.com/2020/02/donald-trump-narendra-modi-facebook-most-followed-obama/,No conclusion,opIndia
"Is Quaden Bayles, the kid in the viral video who got bullied in school, actually an 18-year-old actor? Here is the truth",https://www.opindia.com/2020/02/quaden-bayles-child-bullied-viral-video-18-year-old-fact-check/,No conclusion,opIndia
Fact Check: Left-liberals malign Hindus by sharing 13 imaginary Hindu names for those arrested in espionage case,https://www.opindia.com/2020/02/fact-check-left-liberals-malign-hindus-by-sharing-13-imaginary-hindu-names-for-those-arrested-in-espionage-case/,No conclusion,opIndia
"Media distorts speech of Mohan Bhagwat, says he asked to avoid the word ‘nationalism’ when actually he was quoting ‘intellectuals’",https://www.opindia.com/2020/02/mohan-bhagwat-rss-nationalism-word-avoid-media-fake-news/,No conclusion,opIndia
AAP Social Media incharge shared photoshopped image to undermine Modi-Trump meet scheduled to be held in Ahmedabad,https://www.opindia.com/2020/02/fact-check-fake-image-trump-modi-meet-wall-man-urinating-aap/,No conclusion,opIndia
"AltNews co-founder displays her ignorance, maligns JV Sadhguru even though two out of his three claims about breastmilk are scientifically proven",https://www.opindia.com/2020/02/sadhguru-breast-milk-change-sex-need-fact-check-scientific-research/,No conclusion,opIndia
"UIDAI refutes media reports, says notice issued to 127 alleged illegal immigrants and has nothing to do with proof of citizenship",https://www.opindia.com/2020/02/aadhar-citizenship-hyderabad-illegal-immigrants-nationality-documents-fraud-media-misinformation/,No conclusion,opIndia
"British MP Debbie Abrahams spreads misinformation over her visa, AltNews cofounder helps her, questions Indian government over false claims",https://www.opindia.com/2020/02/debbie-abrahams-british-labour-mp-visa-rejected-igi-airport-denied-entry-deported/,No conclusion,opIndia
"While AltNews tries to shield Jamia rioters, here are images that show the library ‘students’ clearly carrying stones",https://www.opindia.com/2020/02/alt-news-jamia-stones-rioters-pictures/,No conclusion,opIndia
Fact Check: Did Mohan Bhagwat blame education for higher rates of divorce in the country?,https://www.opindia.com/2020/02/fact-check-rss-mohan-bhagwat-statement-marriage-divorce-family-blame-education/,No conclusion,opIndia
"Fact-check: No, Ahmedabad Municipal Corporation did not mention birth place of Muslim child as ‘Pakistan’ instead of ‘Ahmedabad’",https://www.opindia.com/2020/02/muslim-child-ahmedabad-birth-certificate-pakistan-fact-check/,No conclusion,opIndia
Fact-check: Jamia ‘student’ with ‘stone’ in his hand hiding in library is not the one who was shot at by Jamia shooter,https://www.opindia.com/2020/02/jamia-student-library-leaked-video-shooter-rambhakt-fact-check/,No conclusion,opIndia
Fact-check: Viral video of ‘Sikh procession reaching Shaheen Bagh’ is actually of ‘Nagar Kirtan’ from Jalandhar,https://www.opindia.com/2020/02/sikh-procession-shaheen-bagh-fact-check-viral-video/,No conclusion,opIndia
"“This is calumny”: Finance Minister Nirmala Sitharaman responds to The Print report attributing fake quote to her, the portal removes the report",https://www.opindia.com/2020/02/the-print-fake-quote-nirmala-sitharaman-delete-report/,No conclusion,opIndia
Fact-check: Was there a communal angle to the lynching on Pune train that led to the death of one Sagar Markad,https://www.opindia.com/2020/02/fact-check-pune-lynching-train-hindu-muslim/,No conclusion,opIndia
Allegations by Leftists of goons holding saffron flags while allegedly molesting Gargi College students fall flat: Read details,https://www.opindia.com/2020/02/gargi-college-molestation-saffron-flags-lie-delhi-police/,No conclusion,opIndia
39% greater than 81% as long as it can show BJP in bad light and ‘secular parties’ like Congress and JDU as virtuous: Here is how NDTV lied,https://www.opindia.com/2020/02/ndtv-infographics-fake-news-bjp-jdu-congress-parliament-criminal-charges/,No conclusion,opIndia
Income Tax Department clarifies that PM Narendra Modi was correct when he said only 1.5 crore people pay income tax,https://www.opindia.com/2020/02/pm-modi-speech-income-tax-department-clarification-taxpayer-1-5-crore-tweet/,No conclusion,opIndia
Yogendra Yadav’s ‘five finger’ fearmongering video on NPR-NRC-CAA calling to not give data during census is full of lies,https://www.opindia.com/2020/02/yogendra-yadavs-five-finger-fearmongering-video-on-npr-nrc-caa-calling-to-not-give-data-during-census-is-full-of-lies/,No conclusion,opIndia
"India Today peddles fake news about 3,000 Dalits converting to Islam after wall collapse, here is the truth",https://www.opindia.com/2020/02/india-today-dalit-conversion-wall-collapse-fake-news-deny/,No conclusion,opIndia
Did PM Modi actually claim only 2200 people declared income over 1 crore? Or some people just did not listen properly?,https://www.opindia.com/2020/02/pm-narendra-modi-times-now-income-tax-professional-1-crore-declare-fact/,No conclusion,opIndia
"No, ASI is not replacing centuries-old murals at Konark temple with plain stones. Here’s the truth",https://www.opindia.com/2020/02/konark-temple-murals-replaced-asi-unesco-truth-fact-check/,No conclusion,opIndia
The Wire Founding-Editor has an insightful conversation about Delhi elections with a ‘former Delhi CM and Congress leader’: Here is the problem with that,https://www.opindia.com/2020/02/the-wire-mk-venue-fake-news-conversation-congress-leader-delhi-cm-all-cm-dead/,No conclusion,opIndia
"Delhi elections: PTI peddles fake news, reduces AAP candidates’ percentage with serious criminal cases from 51% to 25%, MSM blindly carries report",https://www.opindia.com/2020/02/pti-report-delhi-election-candidate-criminal-case-fake-numbers-aap-bjp-congress/,No conclusion,opIndia
Fact-check: Ashok Chakra replaced by ‘La ilaha ilallah’ at an anti-CAA rally in Hyderabad,https://www.opindia.com/2020/02/fact-check-ashok-chakra-replaced-by-la-ilaha-ilallah-at-an-anti-caa-rally-in-hyderabad/,No conclusion,opIndia
"Fact Check: Did China seek court approval to kill 20,000 coronavirus patients to stop the spread of the infection?",https://www.opindia.com/2020/02/china-coronavirus-kill-20000-infected-patients-court-wuhan-quarantine/,No conclusion,opIndia
Fact check: Did AAP MLA Amanatullah Khan in his speech say that he wants to bring ‘Sharia’ law in India,https://www.opindia.com/2020/02/aap-mla-amanatullah-khan-viral-video-twitter-zariya-sharia-fact-check/,No conclusion,opIndia
No researcher from Wuhan involved in study: NCBS slams The Hindu for spreading misinformation amidst the Coronavirus crisis,https://www.opindia.com/2020/02/the-hindu-lies-national-centre-biological-sciences-calls-out/,No conclusion,opIndia
"Congress lies about Budget 2020, claims Modi Govt has reduced funds for Indian Railways: Here are the facts",https://www.opindia.com/2020/02/fact-check-congress-lies-budet-2020-claims-modi-govt-reduced-funds-railways/,No conclusion,opIndia
Former Congress Leader Urmila Matondkar compares CAA to Rowlatt Act: Here is how she is wrong,https://www.opindia.com/2020/01/former-congress-leader-urmila-matondkar-compares-caa-to-rowlatt-act-here-is-how-she-is-wrong/,No conclusion,opIndia
Arvind Kejriwal lies: AAP Supremo had promised 15 lakh CCTV cameras for Delhi more than once during 2015 elections,https://www.opindia.com/2020/01/arvind-kejriwal-15-lakh-cctv-camera-promise-lies/,No conclusion,opIndia
Viral video claiming to show forceful conversion of Hindu woman actually shows Hindu Jinn in Muslim woman’s body converted to Islam in Bangladesh,https://www.opindia.com/2020/01/viral-video-claiming-to-show-forceful-conversion-of-hindu-woman-actually-shows-hindu-jinn-in-muslim-womans-body-converted-to-islam-in-bangladesh/,No conclusion,opIndia
Repeat a lie until it becomes the truth: Shashi Tharoor again falsely accuses of Savarkar of being first to advocate two-nation theory,https://www.opindia.com/2020/01/fact-check-shashi-tharoor-lies-two-nation-theory-first-by-veer-savarkar/,No conclusion,opIndia
"‘Journalist’ Rajdeep Sardesai shares fake news on Amit Shah’s Delhi rally, deletes his tweets twice as reality is pointed out",https://www.opindia.com/2020/01/rajdeep-sardesai-delhi-elections-amit-shah-rally-speech-kejriwal/,No conclusion,opIndia
Actor Javed Jaaferi spreads fake news by Pakistani website claiming India has become the most dangerous place to live,https://www.opindia.com/2020/01/actor-javed-jaaferi-spreads-fake-news-by-pakistani-website-claiming-india-has-become-the-most-dangerous-place-to-live/,No conclusion,opIndia
"Fact-check: No, man suspected of putting bomb at Mangaluru Airport, Aditya Rao, is not RSS worker",https://www.opindia.com/2020/01/aditya-rao-rss-worker-mangaluru-airport-bomb-fact-check/,No conclusion,opIndia
"JNU RTI reply said no server room at main gate so no damage there, media spreads fake news claiming server room was not damaged",https://www.opindia.com/2020/01/jnu-server-room-vandalism-rti-reply-misquote-cis-main-gate-media-fake-news/,No conclusion,opIndia
Delhi elections: Congress campaign song passes off Mamata Banerjee-led protest march from Kolkata as Delhi infrastructure,https://www.opindia.com/2020/01/delhi-assembly-elections-congress-uses-mamata-banerjee-protest-kolkata-as-own-twitter/,No conclusion,opIndia
How The Hindu lied that IIT-KGP’s Research Council had condemned ‘unprecedented violence and terror’ at JNU: Read details,https://www.opindia.com/2020/01/the-hindu-lies-iit-kharahpur-statement-jnu-violence-fact-check-detailed/,No conclusion,opIndia
"Altnews, co-founded by two Muslims, spreads misinformation about Hindu Swastika",https://www.opindia.com/2020/01/caa-protest-alt-news-swastika-hindu-nazi-symbol-dot-tilted-fact-check/,No conclusion,opIndia
"IMA issues statement asking PM Modi to ‘prove or apologise’ over The Print’s fake claim, Pharmaceutical Alliance bust their bubble",https://www.opindia.com/2020/01/the-print-shekhar-gupta-ima-pharma-companies-pm-modi-meeting-doctors-marketing-fake-news/,No conclusion,opIndia
"Fact check: Did Central govt ‘ignore Left-ruled Kerala’ in releasing flood relief fund, as claimed by India Today",https://www.opindia.com/2020/01/fact-check-india-today-modi-govt-flood-relief-kerala/,No conclusion,opIndia
"Marxist Kavita Krishnan lies about Karl Marx, says the son of a lawyer came from an extremely poor family",https://www.opindia.com/2020/01/kavita-krishnan-karl-marx-extremely-poor-family-father-lawyer-wealthy-middle-class/,No conclusion,opIndia
Fact check: Was Jawaharlal Nehru a volunteer with the Rashtriya Swayamsevak Sangh,https://www.opindia.com/2020/01/fact-checkjawaharlal-nehru-rss-volunteer-uniform/,No conclusion,opIndia
Fact-Check: Has Wankhede Stadium really banned the colour black during India vs Australia cricket match for fear of protests?,https://www.opindia.com/2020/01/fact-check-has-wankhede-stadium-really-banned-the-colour-black-during-india-vs-australia-cricket-match-for-fear-of-protests/,No conclusion,opIndia
Fact-Check: Is the viral image of a ‘Shudra man’ feeding off leftovers from the street in Uttar Pradesh as it is claimed?,https://www.opindia.com/2020/01/fact-check-shudra-labour-feeding-leftovers-religious-ceremony-uttar-pradesh/,No conclusion,opIndia
Rajdeep Sardesai lies in a Hyderabad speech just days after apologising unconditionally in court for spreading fake news,https://www.opindia.com/2020/01/fact-check-rajdeep-sardesai-lies-caa-hyderabad/,No conclusion,opIndia
"India Today ‘journalist’ fails to comprehend science and tech, spreads false propaganda on JNU servers",https://www.opindia.com/2020/01/india-today-journalist-jnu-mail-server/,No conclusion,opIndia
India Today sting on JNU violence: Here is how Rahul Kanwal passed off a JNUSU activist as an ABVP member,https://www.opindia.com/2020/01/fact-check-india-today-jnu-sting-operation-akshay-awasthi-jnusu-abvp/,No conclusion,opIndia
Fact Check: Did JNUSU president Aishe Ghosh appear with the plaster on right hand and left hand at different occasions?,https://www.opindia.com/2020/01/aishe-ghosh-jnusu-injured-hand-plaster-viral-message-fact-check/,No conclusion,opIndia
“Media Houses that have amplified a report by so called ‘Fact-Checker’ AltNews may take note”: Prasar Bharti debunks fake narrative on JNU violence,https://www.opindia.com/2020/01/prasar-bharti-altnews-jnu-violence-false-narrative-truth/,No conclusion,opIndia
Fact-check: Is this masked goon seen attacking JNU an ABVP activist as alleged,https://www.opindia.com/2020/01/fact-check-jnu-violence-protests-masked-goon-abvp-shambhavi/,No conclusion,opIndia
Fixed match? NDTV’s townhall meeting with Arvind Kejriwal had AAP workers asking him questions and praising AAP govt in Delhi,https://www.opindia.com/2020/01/arvind-kejriwal-ndtv-townhall-fixed-match-aap-worker-question-praise-delhi-govt/,No conclusion,opIndia
"Journalists use Nankana Sahib attack to claim CAA does not help persecuted minorities entering India after 2014, here is how they are wrong",https://www.opindia.com/2020/01/caa-persecuted-minorities-help-after-2014-nankana-sahib-attack-pakistan-journalist-fact-check/,No conclusion,opIndia
"NDTV shields Muslim rioters, says not 57 but could find only 1 police officer who suffered bullet wounds, UP police calls the lies out",https://www.opindia.com/2020/01/ndtv-says-1-not-57-police-officers-suffered-bullet-wounds-anti-caa-riots-up-police-calls-out-lies/,No conclusion,opIndia
"Arvind Kejriwal indulges in fearmongering about CAA using lies, NDTV’s Nidhi Razdan contributes to his falsehoods",https://www.opindia.com/2020/01/arvind-kejriwal-indulges-in-fearmongering-about-caa-using-lies-ndtvs-nidhi-razdan-contributes-to-his-falsehoods/,No conclusion,opIndia
Latest media reports about anti-CAA violence in Patna make no mention of Hanuman Temple that was vandalised,https://www.opindia.com/2020/01/media-no-mention-of-hanuman-temple-vandalised-call-extremist-organisation-a-cultural-organisation-anti-caa-riots-patna/,No conclusion,opIndia
"Islamist Rana Ayyub lies blatantly, says Muslims protested ‘peacefully’ wearing religious symbols during anti-CAA riots",https://www.opindia.com/2020/01/rana-ayyub-spreads-fake-news-muslims-peaceful-anti-caa-riots/,No conclusion,opIndia
The New Worry of Depleting Journalistic Ethics: Suhasini Haidar lies in her The Hindu oped about India’s diplomatic ties,https://www.opindia.com/2020/01/suhasini-haidar-the-hindu-article-370-caa-lies-india-usa-diplomatic-ties/,No conclusion,opIndia
Fact Check: Did the Jamia Millia Islamia ‘students’ bungle up the words of the National Anthem while ushering in the new year,https://www.opindia.com/2020/01/fact-check-anti-caa-protest-new-year-jamia-national-anthem-wrong-words/,No conclusion,opIndia
Habitual fake news peddler Saba Naqvi shares a photoshopped image to allege that ABVP protested against the CAA,https://www.opindia.com/2020/01/habitual-fake-news-peddler-saba-naqvi-shares-a-photoshopped-image-to-allege-that-abvp-protested-against-the-caa/,No conclusion,opIndia
"The Hindu publishes fake news that people will have to show documents for NPR, MHA clarifies it is incorrect and no document will be needed",https://www.opindia.com/2020/01/the-hindu-npr-fake-news-document-verification-mha-clarification/,No conclusion,opIndia
"A year when the country changed fundamentally, but not the media: Top 10 lies spread by the mainstream media in 2019",https://www.opindia.com/2019/12/best-of-2019-top-10-media-lies/,No conclusion,opIndia
NDTV Editorial Director spreads fake news while trying to prove that NDTV is not biased,https://www.opindia.com/2019/12/ndtv-editorial-director-sonia-singh-fake-news-ajit-pawar-scam-clean-chit/,No conclusion,opIndia
India Today publishes report with misleading headline implying that UP govt took blankets back after distribution by CM: Read details,https://www.opindia.com/2019/12/india-today-headline-tweet-misleading-up-govt-yogi-blankets-back-distribution/,No conclusion,opIndia
"NPR manual does not list Islamic festivals for a specific and valid reason, not for imaginary anti-Muslim bias of Modi govt: Read details",https://www.opindia.com/2019/12/nor-manual-muslim-islamic-festival-month-of-birth-list-fact-check/,No conclusion,opIndia
"UP police officer Dr Archana Singh rejects Priyanka Gandhi Vadra’s manhandling allegations, says her car had diverted from scheduled route",https://www.opindia.com/2019/12/up-police-dr-archana-singh-priyanka-gandhi-vadra-reject-manhandling-charge-route-divert/,No conclusion,opIndia
"Congress releases video to show how police manhandled Priyanka Gandhi Vadra, proves it was her goons that heckled lady police officer",https://www.opindia.com/2019/12/fact-check-priyanka-gandhi-vadra-says-manhandled-by-up-police-video-proves-she-is-lying/,No conclusion,opIndia
"Anti-CAA riots: Meerut SP warns Muslim mob against shouting ‘Pakistan Zindabad’ slogans, ‘secular’ media takes offence, peddles lies",https://www.opindia.com/2019/12/fact-check-meerut-up-sp-go-to-pakistan-muslim-mob-anti-caa-riots/,No conclusion,opIndia
"NDTV does it again, twists tweet by Yogi Adityanath’s office on how the State cracked down on anti-CAA rioters: Read details",https://www.opindia.com/2019/12/fact-check-ndtv-fake-news-yogi-adityanath-office-tweet-up-police-action-against-anti-caa-rioters/,No conclusion,opIndia
"As Islamist mobs set buses on fire and attack temples to oppose CAA, Rajdeep Sardesai paints them all as peaceful and patriotic",https://www.opindia.com/2019/12/rajdeep-sardesai-lies-anti-caa-riots-whitewashes-islamist-mobs/,No conclusion,opIndia
"NDTV spreads fake news again, this time during a ‘fact check’ on the government’s claims on NRC and NPR",https://www.opindia.com/2019/12/ndtv-nrc-claims-fact-checks-fake-news/,No conclusion,opIndia
Fact check: Does Citizenship Amendment Act violate Article 14 of the Indian Constitution,https://www.opindia.com/2019/12/fact-check-citizenship-amendment-act-caa-article-14-violation/,No conclusion,opIndia
"Detention Centres are nothing like Concentration Camps, Congress built them in Assam too: Here is all you need to know",https://www.opindia.com/2019/12/fact-check-detention-centres-nrc-npr-concentration-camps-congress-assam-all-you-need-to-know/,No conclusion,opIndia
"Fake News peddlers again lie about Amruta Fadnavis, claim Axis Bank wrongly benefited due to her being wife of former Maharashtra CM",https://www.opindia.com/2019/12/amruta-fadnavis-axis-bank-maharashtra-government-account-sbi/,No conclusion,opIndia
"Fact-Check: Bhutan is not going to charge mandatory fee of $250 per head per day from tourists from India, Bangladesh and Maldives",https://www.opindia.com/2019/12/bhutan-indian-tourist-fee-250-usd-fact-check-toi/,No conclusion,opIndia
‘Fact-finding’ report by Harsh Mander on the AMU violence during anti-CAA riots on 15th Dec falls flat: Here is how,https://www.opindia.com/2019/12/fact-check-harsh-mander-aligarh-muslim-university-amu-violence-fact-finding-report/,No conclusion,opIndia
"“NPR is the first step to NRC”: Congress, not Home Minister Amit Shah, said it first back in 2011",https://www.opindia.com/2019/12/npr-first-step-to-nrc-congress-amit-shah-2011/,No conclusion,opIndia
"Narendra Modi did not contradict Amit Shah on NRC, liberals are lying because they are desperate to exit the violent protests",https://www.opindia.com/2019/12/narendra-modi-speech-amit-shah-nrc-contradict-liberal-propaganda-fake/,No conclusion,opIndia
"Anurag Kashyap shares fake video to prove Modi’s ‘hate me, not India’ remark same as Hitler’s: Here is the truth",https://www.opindia.com/2019/12/fact-check-anurag-kashyap-pm-modi-hate-me-not-india-remark-taken-from-adolf-hitler-speech/,No conclusion,opIndia
Times of India publishes ‘sources based’ fake news about Train 18 not being produced by ICF: Here is the truth,https://www.opindia.com/2019/12/times-of-india-icf-train-18-vande-bharat-express-manufacture-fake-news/,No conclusion,opIndia
"India Today reports fake source-based news stating BS Yediyurappa will not implement NRC in Karnataka, deletes article",https://www.opindia.com/2019/12/fact-check-india-today-fake-news-karnataka-bs-yediyurappa-nrc/,No conclusion,opIndia
Media spreads fake news about Parineeti Chopra being removed as Haryana Brand Ambassador due to anti-CAA tweets. Here is the truth,https://www.opindia.com/2019/12/parineeti-chopra-haryana-beti-bachao-beti-padhao-brand-ambassador-sacked-dropped-fake-news/,No conclusion,opIndia
